Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6
0.00773796235441974,-0.027583742650568524,-0.01652119508191584,0.17050266067963094,-0.19004923955071718,-0.2570088781649247
0.014454529181567938,-0.020402321409194766,-0.0007715154686394571,0.4486426980001852,0.008254305575974286,-0.0355269965948537
0.014337349813993075,-0.013295585918583016,0.014918930618170513,0.5568082680692896,0.1550504363840446,0.1473243242362514
0.014585873088080422,-0.020085550811135246,0.014904766079232893,0.596726514166221,0.22973618714604527,0.2439007260836661
0.021039752102203654,-0.013537670765880534,-0.0006981174032354219,0.6147541091777384,0.4228889908408746,0.42031362012494355
0.014323185275055455,-0.02071909200725429,-0.016447797016511806,0.618617165251635,0.4679579783696681,0.4937116855289787
0.007752126893357361,-0.020160236561897246,0.014845532552766478,0.618617165251635,0.419025934766978,0.4525057540740818
0.021039752102203654,-0.013537670765880534,-0.0006981174032354219,0.6173294798936695,0.372669261880219,0.4035737104713917
0.014454529181567938,-0.020402321409194766,-0.0007715154686394571,0.616041794535704,0.2748051746748388,0.28253128682263196
0.007489439080332393,-0.020793777758016288,-0.01650703054297822,0.6134664238197729,0.18595488497521728,0.173078031395562
0.020791228828116307,-0.0067477058733283,-0.000683952864297801,0.6121787384618074,0.09195385384373367,0.0713508881162852
0.014206005907480591,-0.013612356516642535,-0.0007573509297018362,0.6121787384618074,0.019843473797664046,0.0005281934281811118
0.021039752102203654,-0.013537670765880534,-0.0006981174032354219,0.6121787384618074,-0.08059598412364721,-0.13210339844226837
0.014323185275055455,-0.02071909200725429,-0.016447797016511806,0.6108910531038418,-0.15013099345378578,-0.1913369249086827
0.021171096008716136,-0.013220900167821015,0.014978164144636928,0.6121787384618074,-0.10892506199888885,-0.15399404952768236
0.021039752102203654,-0.013537670765880534,-0.0006981174032354219,0.6173294798936695,-0.06128070375416428,-0.09862357913516462
0.014206005907480591,-0.013612356516642535,-0.0007573509297018362,0.618617165251635,0.021131159155629575,0.008254305575974286
0.007489439080332393,-0.020793777758016288,-0.01650703054297822,0.6211925359675661,0.12285830243490636,0.12543367315083742
0.014337349813993075,-0.013295585918583016,0.014918930618170513,0.6250555920414627,0.2490514675155282,0.2542022089473903
0.021288275376291,-0.020327635658432763,-0.0007122819421730426,0.6250555920414627,0.3379017572151497,0.3700938911642879
0.014337349813993075,-0.013295585918583016,0.014918930618170513,0.6263432773994282,0.38425843010190874,0.440916585852392
0.00773796235441974,-0.027583742650568524,-0.01652119508191584,0.6263432773994282,0.5014377976767719,0.5593836387852207
0.014337349813993075,-0.013295585918583016,0.014918930618170513,0.6250555920414627,0.5181777073303238,0.5593836387852207
